,file_name,Subject1,Subject2,n_success,n_failures,norm_score,skill,task_score,max_seq,avg_seq,bounce_hull,bounce_std,bounce_sp_entropy,bounce_sc_entropy,rt_lyp,samp_en,std_rt,avg_p1,avg_p2,avg_p3,var_p1,var_p2,var_p3,avg_start_fs,std_start_fs,session_class,Tobii_percentage
10,2022-11-15_M_T04,SE004C,,37,14,4.6,0.725490196,0.528156863,9,2.466666667,330576.5204,173.407183,0.561950571,0.635147352,0.412577301,0.99633344,10.82127872,37.64864865,25.16216216,35.56756757,8.101438698,7.438081391,4.233333237,51.48648649,9.488603752,2,87.412614
11,2022-11-15_A_T04,SE005C,,273,1,11.27320955,0.996350365,0.992262223,273,273.0,378698.1997,117.7348514,0.461870484,0.654584558,-1.666140437,1.151008027,6.643432524,36.04761905,25.16483516,26.80586081,4.696807798,4.973034398,4.429633239,35.88278388,5.723241315,0,97.789288
12,2022-11-15_A_T05,SE005B,,224,4,11.65501166,0.98245614,0.964863951,146,44.8,342377.1666,112.0805454,0.44574026,0.607881179,0.691807508,1.088954619,5.327230478,33.61607143,25.125,24.01785714,3.665099725,4.18889902,3.728467089,31.75,4.437059837,0,92.888344
13,2022-11-15_A_T06,SE005A,,82,11,7.524374735,0.88172043,0.779681567,25,6.833333333,467930.3331,169.9020752,0.555707677,0.617510587,0.846566975,1.033654392,12.63807736,39.02439024,27.63414634,35.09756098,7.57398566,6.226442815,6.101998385,54.24390244,11.34982645,2,92.822522
14,2022-11-17_M_T01,SE006A,,229,3,9.769593222,0.987068966,0.97516423,108,57.25,463127.7382,162.9112034,0.538283782,0.628221331,1.649649382,0.952845449,9.651291251,39.24454148,23.81659389,36.73799127,4.951425924,5.5588542,4.988318002,48.17467249,9.286561898,0,93.898488
15,2022-11-17_M_T04,SE006C,,55,19,5.753556017,0.743243243,0.546058685,13,2.75,392922.6183,190.6940368,0.581314007,0.599614685,0.869686544,0.857824273,13.98270478,35.12727273,22.81818182,25.63636364,8.31658703,6.362077731,7.816913216,39.29090909,8.389761568,2,94.820352
16,2022-11-21_A_T03,SE007B,,95,12,7.126910527,0.887850467,0.789429125,20,7.307692308,402328.9526,149.8227399,0.520245432,0.61806592,0.67897594,0.967878101,9.948287343,41.35789474,28.12631579,39.51578947,6.052256281,5.31975881,4.414958205,56.83157895,7.715538159,2,84.284418
17,2022-11-21_A_T04,SE007A,,203,4,10.10152284,0.980676329,0.962058412,148,40.6,674081.0672,158.6483243,0.518715721,0.645947335,-1.62199986,0.907816105,8.587629782,40.13793103,23.31527094,31.74876847,6.651840714,6.116207436,4.714607419,45.4729064,8.55713944,0,94.360018
18,2022-11-21_A_T06,SE007C,,210,6,11.41386449,0.972222222,0.945350529,70,30.0,414064.3933,130.5220847,0.491057308,0.615009392,1.067150354,0.781525942,10.00681061,34.22380952,22.11428571,26.41904762,5.283613911,5.224145928,6.409488431,34.3952381,8.213866104,0,91.58071
19,2022-11-24_M_T01,SE008B,,220,4,10.60330863,0.982142857,0.965220166,187,44.0,332716.5065,116.8727036,0.441797687,0.655750554,0.861144245,0.72244355,10.2069495,35.26363636,27.50909091,28.22727273,4.537074093,4.657829097,10.18301535,42.71363636,9.352918623,0,91.726392
20,2022-11-24_M_T03,SE008A,,206,5,10.8023862,0.976303318,0.95305925,137,34.33333333,544586.4934,170.1835393,0.548065389,0.582984937,0.995443463,1.136450438,8.191787486,36.13106796,24.63592233,27.40776699,5.760368939,5.163207296,4.179090097,42.7184466,7.190767376,0,88.518412
21,2022-11-24_M_T06,SE008C,,38,23,2.462649811,0.62295082,0.386186553,10,1.583333333,456375.6822,195.9911142,0.576968607,0.652708147,0.386467814,1.331234584,8.788212957,38.36842105,24.55263158,36.44736842,5.431007722,6.235287392,5.761475361,53.73684211,6.536070808,2,95.857352
22,2022-11-28_A_T02,SE009A,,34,17,3.296490207,0.666666667,0.435395256,7,1.888888889,269416.0088,147.6088077,0.517689576,0.639200694,-0.492860675,1.098612289,12.63035833,39.11764706,26.91176471,33.02941176,6.295491879,5.695032134,6.532656851,53.0,7.669649888,2,95.240614
23,2022-11-28_A_T03,SE009C,,178,7,9.246242024,0.962162162,0.928293471,37,22.25,699694.789,191.9447543,0.58465228,0.59943495,1.002789021,1.057947345,10.01140147,39.98876404,25.56741573,34.68539326,5.813572616,8.424046311,4.238919477,49.29213483,12.13889861,0,93.416202
24,2022-11-29_A_T04,SE010B,,49,19,4.804612428,0.720588235,0.531901213,8,2.45,244954.4256,128.8823601,0.481137912,0.652932928,0.736563146,1.419817053,13.65972504,36.12244898,31.0,26.93877551,6.261748641,10.72095031,8.313765726,47.0,7.892129895,2,94.250264
25,2022-11-28_A_T04,SE009B,,118,12,8.624898291,0.907692308,0.826155098,24,9.076923077,554220.2747,175.4479485,0.558591995,0.584938555,0.883009613,0.87589166,13.08871899,37.39830508,27.23728814,30.16101695,6.943036788,6.56348136,6.079934125,45.04237288,10.85840615,0,90.102124
26,2022-11-29_A_T06,SE010A,,172,14,10.99283379,0.924731183,0.84919828,53,11.46666667,494236.4201,167.974688,0.548460633,0.604821398,1.116151929,1.032765723,12.56870115,30.68604651,26.6744186,19.37790698,5.365179786,6.14067995,9.229136133,37.22674419,10.275891,0,98.698754
27,2022-11-30_A_T01,SE011C,,383,2,15.06941423,0.994805195,0.989532723,359,127.6666667,235889.9488,90.10374405,0.372737944,0.597469901,-1.151151419,0.45824375,5.584282052,26.63446475,22.41253264,16.61618799,2.454188653,3.136086535,3.784874264,26.81984334,3.727874394,0,97.809842
28,2022-11-30_A_T04,SE011B,,25,17,1.890805956,0.595238095,0.377739136,4,1.388888889,146248.4151,123.024017,0.489712978,-1.0,-0.925842226,0.990398704,17.17672844,40.36,39.68,27.36,8.934785952,10.22436306,7.36955901,58.4,9.252026805,2,90.835924
29,2022-12-01_A_T01,SE012B,,205,7,10.16688062,0.966981132,0.937735849,95,25.625,698214.064,194.0037096,0.577213406,0.59844987,0.971862316,0.491648957,17.28762457,35.64390244,26.16097561,30.32195122,6.358786845,7.418397633,10.13392063,43.41463415,17.33764494,0,91.142792
30,2022-12-01_A_T03,SE012A,,72,13,7.054884611,0.847058824,0.717513417,14,5.142857143,505574.9376,177.2412257,0.569228598,0.652734686,0.576323509,0.926582418,11.2602491,37.79166667,28.09722222,32.5,6.295804379,6.167026391,7.234178138,54.04166667,9.36666296,2,90.067674
31,2022-12-01_A_T04,SE012C,,152,15,8.721115284,0.910179641,0.831265345,30,9.5,591232.6063,182.0657773,0.56773967,0.613095177,-0.797092378,1.12148495,8.873414864,36.65131579,23.875,33.86184211,5.968403503,6.325920466,4.473679373,49.51973684,7.932254603,0,86.225546
32,2022-12-05_M_T03A,SE013B,,174,12,9.41094458,0.935483871,0.877607124,38,13.38461538,521503.3026,174.7502267,0.553445791,0.604483206,0.999836385,1.09451032,12.1098282,36.54022989,25.67241379,30.59770115,6.626843006,7.73272178,6.85558715,41.12643678,10.77758913,0,91.003922
33,2022-12-05_M_T06,SE013A,,246,9,10.96105818,0.964705882,0.929726259,65,24.6,518115.2072,158.0495592,0.533186481,0.573185461,1.032916546,0.800524295,14.07860148,33.86178862,23.82113821,27.02439024,6.313394206,6.357931504,7.877067069,39.75609756,10.90151139,0,96.6295
34,2022-12-07_M_T01,SE014A,,186,9,10.52131011,0.953846154,0.912285836,47,18.6,629061.1797,194.1705142,0.558801763,0.539126692,1.021231174,1.135045103,8.4999983,35.66129032,21.71505376,29.12903226,6.64121268,6.146901418,4.429193976,36.7688172,7.547362688,0,76.805958
35,2022-12-07_A_T01,SE016B,,48,14,5.818928633,0.774193548,0.598764444,20,3.2,254118.2244,139.9872024,0.511787027,0.640937214,1.051265001,0.936769263,17.54516741,35.25,29.45833333,29.4375,5.717298313,11.03395957,5.552425333,48.6875,14.07295907,2,98.614574
36,2022-12-07_A_T06A,SE016A,,274,2,12.52590375,0.992753623,0.985667424,244,91.33333333,389788.2596,130.3772618,0.48498918,0.553554512,-1.399645925,1.01735811,6.161751368,32.15328467,23.52919708,23.00364964,4.404527384,4.724631227,3.597949715,30.59489051,6.950301376,0,96.786036
37,2022-12-08_M_T01A,SE017C,,275,0,12.53818447,1.0,1.0,275,275.0,202080.5887,100.6602624,0.414897264,0.579167121,-2.909499645,1.204962414,5.411998913,32.12727273,23.35272727,24.27636364,3.518545906,3.252291754,3.088392558,37.33090909,6.343181672,0,93.567522
38,2022-12-08_M_T05,SE017A,,206,12,12.13561867,0.944954128,0.887143223,46,15.84615385,380247.5432,149.2029041,0.504198393,0.549026732,1.028940797,0.569832323,11.35987468,28.75728155,23.70873786,20.38834951,5.036692588,6.444130419,4.71978486,32.02912621,7.022095932,0,95.649894
39,2022-12-08_A_T05,SE018A,,302,0,11.96797971,1.0,1.0,302,302.0,99875.98172,65.74438786,0.321877999,0.633822637,-2.636852026,1.061107893,4.538482638,33.55629139,25.51324503,24.48675497,2.710381713,2.964160659,2.829274016,30.28145695,5.57759121,0,99.179696
40,2022-12-19_A_T02,SE019C,,143,7,9.581513315,0.953333333,0.906250998,45,17.875,458571.2416,154.173254,0.355182416,0.662498811,1.0226928,1.103445551,9.584665488,36.46853147,28.04195804,29.84615385,6.091153962,6.457904709,5.04290361,43.52447552,9.506591138,0,92.03068
41,2022-12-19_A_T03,SE019A,,122,14,8.040500298,0.897058824,0.807433083,24,8.133333333,419841.9801,144.8392294,0.518830835,0.626675462,1.080329299,1.164901613,11.61218258,38.56557377,26.91803279,33.6147541,7.411762589,7.883984767,5.347661847,48.12295082,9.375218353,0,97.817534
42,2022-12-19_A_T05,SE019B,,128,9,8.627564707,0.934306569,0.873545822,40,12.8,480210.1104,182.983105,0.565864849,0.590616448,0.927433431,1.185885686,8.491723912,41.46875,26.265625,33.015625,6.914587727,6.079530686,5.19612893,51.8671875,7.072582509,0,95.069734
43,2022-12-21_M_T03,SE021A,,117,16,8.214721431,0.879699248,0.777741426,28,6.882352941,751577.6031,186.6539966,0.569559619,0.602232252,0.782230556,1.023972203,13.45837705,35.73504274,28.82905983,28.34188034,5.68758306,8.554791328,7.800024538,51.05982906,10.00452086,0,96.635282
44,2022-12-21_M_T04,SE021C,,106,14,7.731742163,0.883333333,0.783708715,30,7.066666667,502397.8931,179.101669,0.564669341,0.644737361,0.599427462,0.967853048,10.99466277,39.21698113,25.77358491,34.60377358,6.287160797,6.016146543,6.512222536,50.02830189,10.94450629,2,88.006488
45,2023-01-03_A_T01,SE022B,,80,19,6.289956692,0.808080808,0.649430998,14,4.0,425348.6335,168.5023856,0.380727891,0.613715573,0.695681632,1.400087683,9.05645488,38.5875,27.6625,31.175,6.169873884,6.25488559,6.581745589,48.3375,8.046651089,2,96.572318
46,2023-01-03_A_T03B,SE022A,,227,5,11.22062168,0.978448276,0.958073209,111,37.83333333,352987.9174,135.4479699,0.490438946,0.576054695,0.904114962,1.035703205,6.376995494,35.11894273,24.55506608,25.66960352,4.587758345,5.029455823,4.074320713,33.55506608,6.024202901,0,98.79062
47,2023-01-16_A_T03,SE023C,,200,8,10.31758826,0.961538462,0.923353878,111,22.22222222,363890.5587,136.1361302,0.49761393,0.597031651,0.955544233,0.916097849,8.21690331,33.555,26.535,29.26,4.697549893,5.662929895,4.532372447,46.85,7.342172703,0,92.565542
48,2023-01-16_A_T05,SE023A,,109,20,7.80975781,0.84496124,0.716541368,13,5.19047619,359618.3938,152.3741866,0.528010916,0.62792992,0.802680612,1.070188535,10.19283809,34.13761468,26.88990826,27.63302752,6.300528433,8.09727494,4.454995239,44.16513761,8.831255754,2,95.140164
49,2023-01-16_A_T06,SE023B,,191,6,10.24249806,0.969543147,0.940288302,106,27.28571429,476266.5712,157.8488485,0.535205611,0.641766881,1.055334568,0.940649176,11.26714222,35.71204188,26.30366492,29.69633508,5.176043438,6.244741216,6.56118502,39.19371728,11.99472669,0,97.105994
50,2023-01-17_A_T03,SE024A,,66,30,3.825310807,0.6875,0.474039688,12,2.129032258,452676.7981,181.6402498,0.569843852,0.629693475,0.814407408,0.970466466,9.260798923,39.68181818,25.59090909,33.04545455,6.448300436,6.156979958,5.998565026,48.39393939,5.948971869,2,83.199396
51,2023-01-19_A_T02,SE025A,,209,7,12.21577165,0.967592593,0.932893608,55,26.125,616730.0405,160.4816011,0.530535664,0.622985715,0.961109996,0.945465121,10.76596278,29.34449761,23.26315789,23.67464115,5.145349632,6.884740187,5.94467137,37.90430622,9.190718775,0,93.704116
52,2023-01-26_M_T02,SE026A,,189,8,9.803390565,0.959390863,0.919275511,112,21.0,659879.2392,172.7448404,0.549092014,0.569544284,0.93987596,0.892624914,9.672203695,36.02116402,24.70899471,32.87301587,4.490975869,6.359176475,6.27034356,48.4021164,8.305489723,0,94.00409
53,2023-02-06_A_T01,SE027A,,200,7,9.454759222,0.966183575,0.933619312,72,25.0,418663.6912,133.6745914,0.492022754,0.606143713,0.979914486,1.050708828,8.520233271,38.87,26.5,33.255,5.327579188,5.244997617,4.747628355,45.575,6.758281956,0,93.277704
54,2023-02-07_A_T01,SE028A,,239,1,12.59525826,0.995833333,0.991828076,239,239.0,323865.4871,127.5353454,0.475714856,0.56568672,-1.831969738,0.931827202,6.754335648,31.05020921,23.958159,23.73640167,4.113147351,3.943949123,3.987634289,37.05857741,4.759126848,0,97.557132
55,2023-02-07_A_T02,SE028B,,251,6,10.86811871,0.976653696,0.952912126,115,35.85714286,514504.3041,151.1514369,0.524726829,0.585348056,0.929713786,1.00995127,7.548130249,35.31075697,24.43027888,27.88844622,5.693975623,5.617818082,3.708972911,39.90836653,7.250468437,0,96.176538
56,2023-02-08_A_T03,SE029B,,221,5,10.85536235,0.977876106,0.955515385,106,36.83333333,479999.724,138.3169577,0.500793029,0.567005997,-2.416806936,0.988973568,6.927839724,35.32579186,24.59728507,28.05429864,4.304340116,5.070167548,3.046657108,41.80542986,7.338805766,0,96.336404
57,2023-02-15_M_T04,SE030A,,111,19,6.879533388,0.853846154,0.732853223,19,5.55,542637.313,189.5900774,0.571370047,0.627748339,0.773906171,1.046496288,15.36134049,39.1981982,29.18018018,35.02702703,7.392252847,9.702046035,4.829450679,54.42342342,10.93597217,2,86.418026
58,2023-02-15_M_T05,SE030C,,71,19,5.709893489,0.788888889,0.621270573,18,3.55,364958.8367,158.2620553,0.540038896,0.642136266,0.92610985,1.230730253,13.9086486,37.12676056,29.3943662,34.49295775,7.58970685,8.157738697,4.758604481,58.25352113,9.866315307,2,98.611164
59,2023-02-15_A_T01,SE031A,,222,0,9.404388715,1.0,1.0,222,222.0,312079.568,121.9232559,0.453328727,0.647900359,1.289481282,1.181686833,7.091211835,40.81531532,25.78378378,39.73423423,4.135883365,4.012155866,4.769138693,52.24774775,5.847681405,0,97.924862
60,2023-03-09_A_T05,SE033B,,217,6,10.2417241,0.97309417,0.943668014,130,31.0,308487.9481,121.6564164,0.468634496,0.650861934,-1.130321622,0.814462541,8.875992353,36.49769585,27.30875576,28.26267281,6.318084952,5.32203201,3.368345223,41.16589862,8.562598891,0,99.084908
61,2023-03-15_A_T01,SE034C,,216,7,11.09930961,0.968609865,0.936665801,80,27.0,580909.7608,170.9422999,0.545488106,0.57972259,-1.611769199,1.003302109,8.930658756,33.20833333,25.27314815,25.81944444,5.876674308,5.723928114,4.408513614,36.55092593,8.251666446,0,94.765558
62,2023-03-15_A_T02,SE034B,,243,2,10.88625892,0.991836735,0.983234663,180,81.0,406962.1271,158.2058388,0.527254897,0.585517694,-1.071616292,1.006325401,7.378712138,36.21399177,26.6090535,27.48971193,5.113877041,4.418377298,3.313971099,42.27572016,7.143020637,0,92.716472
63,2023-03-15_A_T06,SE034A,,67,19,5.917889286,0.779069767,0.610212086,11,3.35,567906.6634,184.421199,0.573923865,0.635934271,0.673259974,1.250418302,12.93949799,38.26865672,26.74626866,29.80597015,8.276169872,7.126455407,7.338792462,49.26865672,8.006680214,2,98.546648
64,2023-03-16_A_T03,SE035B,,169,11,11.16449972,0.938888889,0.883226949,55,14.08333333,585895.5713,168.7031935,0.549825237,0.569735102,1.002016306,1.06446844,8.836936878,31.49704142,24.68047337,22.59763314,5.870520335,5.935922914,4.977249456,36.40828402,7.408146964,0,97.584542
65,2023-03-16_A_T05,SE035A,,36,22,2.463487595,0.620689655,0.392204215,3,1.565217391,386111.8881,173.9772421,0.549736848,0.642444353,0.554788351,1.185623666,9.575359001,35.91666667,29.08333333,34.75,5.549649639,5.702704037,6.313015656,57.44444444,8.247708249,2,89.450222
